URL,length,isIp,countAt,countDoubleSlash,countHyphen,countDots,countDelimeters,countSubDirectory,countQueries,alexaGlobalRank,domainRegistrationLength,label
http://93.104.208.45/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php,140,0,0,1,1,4,0,8,1,-1.0,-1,1
http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.alandalaaaaa.is-gone.com/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php,207,0,0,1,3,8,0,8,1,-1.0,12,1
http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.uw5wiujrf1jawn0a9qpdzycbdehktugeha1gv0xq18rnlqojxucwifyl06wt.alandalaaaaa.is-gone.com/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php,268,0,0,1,3,9,0,8,1,-1.0,12,1
http://alandalaaaaa.is-gone.com/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php,151,0,0,1,2,3,0,8,1,-1.0,12,1
http://paviipali.cf/webapps/5aa0a/websrc,40,0,0,1,0,1,0,5,1,-1.0,-1,1
http://paypal.com.security.unusual.activity.policy.agreement.resolutioncenteraccountunusualactivity.co.vu/webapps/0ea0f/websrc,126,0,0,1,0,9,0,5,1,-1.0,-1,1
http://payment-supp-port-gearnya-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.bestgearelectronjavaonproduct.com/webapps/b87ff/websrc,143,0,0,1,14,5,0,5,1,-1.0,-1,1
http://bobortersads009.esy.es/recovery-chekpoint-login.html,59,0,0,1,2,3,0,3,1,-1.0,-1,1
http://www.paypal.com-a5d44e3439b7e4d76a1447d3391e919d.validations.review/cgi/bank/,83,0,0,1,1,4,0,5,1,-1.0,-1,1
http://topestateagency.co.uk/signin-ebay-co-uk-ws-eBayISAPI-dllPx3/,67,0,0,1,6,2,0,4,1,-1.0,-1,1
http://noingoaithatdanang.com/plugins/http/www-amazon/SSL-Secure/au-verification.htm,84,0,0,1,3,2,0,7,1,-1.0,-1,1
http://preparapg.com.br//dropbox2/Dropbox/doc-login/index.php,61,0,0,2,1,3,0,7,1,-1.0,-1,1
http://outlwebsaccesgq.ukit.me/,31,0,0,1,0,2,0,3,1,-1.0,2,1
http://www.paypal.com-a5d44e3439b7e4d76a1447d3391e919d.validations.review/cgi/card/,83,0,0,1,1,4,0,5,1,-1.0,-1,1
http://www.jvzpopnotify.com/suntrustinc/suntrust/index.php,58,0,0,1,0,3,0,5,1,-1.0,-1,1
https://gaojunfeng.name/b/Aol.html,34,0,0,1,0,2,0,4,1,-1.0,-1,1
http://fiesinscricoes.com.br/6/microsoft/index.htm,50,0,0,1,0,3,0,5,1,-1.0,-1,1
http://lifespecialityclinic.com/AOL/AOL_Mail.htm,48,0,0,1,0,2,1,4,1,-1.0,5,1
http://theclimatemakers.com/downloader/Maged/Account_update.htm,63,0,0,1,0,2,1,5,1,-1.0,-1,1
http://jandjtravelbiz.com/tettlom/aol/,38,0,0,1,0,1,0,5,1,-1.0,-1,1
https://bit.ly/2nh7gdC,22,0,0,1,0,1,0,3,1,-1.0,-1,1
http://melaniechandruang.com/wizzy/index.htm,44,0,0,1,0,2,0,4,1,-1.0,-1,1
http://www.evandgfonthlystandardraser.com/domains/indexx.htm,60,0,0,1,0,3,0,4,1,-1.0,-1,1
http://www.blefitscapeoldcommeanniea1dingto.com/setting/indexx.htm,66,0,0,1,0,3,0,4,1,-1.0,-1,1
http://ykt.spbume.ru/wp-includes/js/tinymce/skins/wordpress/index.php,69,0,0,1,1,3,0,8,1,-1.0,-1,1
http://realvaluepromoters.com/frank/Docusign/index.html,55,0,0,1,0,2,0,5,1,-1.0,3,1
http://support10154942.hol.es/accounts-timeline,47,0,0,1,1,2,0,3,1,-1.0,-1,1
http://mix56564234.96.lt/motogp.php,35,0,0,1,0,3,0,3,1,-1.0,-1,1
http://support10154942.hol.es/facebook-confirmation,51,0,0,1,1,2,0,3,1,-1.0,-1,1
http://paypal.com-miss.asia/,28,0,0,1,1,2,0,3,1,-1.0,-1,1
https://www.resolutioncenter-unusualactivity-policyagreement.com/webapps/4c96f/websrc,85,0,0,1,2,2,0,5,1,-1.0,-1,1
https://www.paypalresolutioncenter.com-suspiciousactivityprivacyccount.info/mpp/signin/b514/websrc,98,0,0,1,1,3,0,6,1,-1.0,-1,1
http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.bestgearaccesooryelectroncity.com/webapps/c6716/websrc,145,0,0,1,15,5,0,5,1,-1.0,-1,1
http://www.sign.secure-allert-manage-info-access.improve-support.com/signin/7e19/websrc,87,0,0,1,5,4,0,5,1,-1.0,-1,1
http://directmyaccount.zapto.org/webapps/3db05/websrc,53,0,0,1,0,2,0,5,1,-1.0,17,1
http://limitedaccountaccess.com/paypal.com/webapps/06ef6/websrc,63,0,0,1,0,2,0,6,1,-1.0,-1,1
https://directmyaccount.zapto.org/webapps/28b81/websrc,54,0,0,1,0,2,0,5,1,-1.0,17,1
http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.bestgearaccesooryelectroncity.com/webapps/4f322/websrc,145,0,0,1,15,5,0,5,1,-1.0,-1,1
https://directmyaccount.zapto.org/webapps/1a640/websrc,54,0,0,1,0,2,0,5,1,-1.0,17,1
https://paypal.com.limitedaccountaccess.com/webapps/21f8a/websrc,64,0,0,1,0,3,0,5,1,-1.0,-1,1
http://www.paypal.com.bin-base.nut.cc/webapps/6c077/websrc,58,0,0,1,1,5,0,5,1,-1.0,13,1
https://resolveds-verification.com/mpp/signin/3c41/websrc,57,0,0,1,1,1,0,6,1,-1.0,-1,1
https://directmyaccount.zapto.org/webapps/90b98/websrc,54,0,0,1,0,2,0,5,1,-1.0,17,1
http://directmyaccount.zapto.org/webapps/b54d2/websrc,53,0,0,1,0,2,0,5,1,-1.0,17,1
http://houseofan.com/wp-admin/mor/our-range/best-selle/login.php,64,0,0,1,3,2,0,7,1,-1.0,-1,1
http://ni1193846_1.vweb02.nitrado.net/sa/,41,0,0,1,0,3,1,4,1,-1.0,13,1
http://uktaxcouncil2.fr/refundhmrc/index.php,44,0,0,1,0,2,0,4,1,-1.0,-1,1
http://blocking-page-support.hol.es/setting-account-page,56,0,0,1,4,2,0,3,1,-1.0,-1,1
http://www.paypal.com.bin-base.nut.cc/webapps/8f80e/websrc,58,0,0,1,1,5,0,5,1,-1.0,13,1
https://www.paypalresolutioncenter.com-suspiciousactivityprivacyccount.info/mpp/signin/0c00/websrc,98,0,0,1,1,3,0,6,1,-1.0,-1,1
https://www.paypalservice.com-suspiciousactivityresolutioncenter.info/webapps/e02a2/websrc,90,0,0,1,1,3,0,5,1,-1.0,-1,1
https://directmyaccount.zapto.org/webapps/1cca4/websrc,54,0,0,1,0,2,0,5,1,-1.0,17,1
http://wifeswap.info/picoama/bil.htm,36,0,0,1,0,2,0,4,1,-1.0,-1,1
"https://services.runescape.com-rz.cf/m=forum/forums.ws162,376,284,32584387,2",76,0,0,1,1,4,1,4,1,-1.0,-1,1
http://env-8215021.j.dnr.kz/ROOT/LICENSE.php,44,0,0,1,1,4,0,4,1,-1.0,-1,1
http://help-suppor-fb.clan.su/reconfirm-next.html,49,0,0,1,3,3,0,3,1,-1.0,12,1
http://kapuyuak24.hol.es/log1.php,33,0,0,1,0,3,0,3,1,-1.0,-1,1
http://www.artevideo.arq.br/www2.bb.portal.com.br/index.php,59,0,0,1,0,8,0,4,1,-1.0,-1,1
"https://services.runescape.com-rz.ga/m=weblogin/loginform.ws897,627,268,42591997,215",84,0,0,1,1,4,1,4,1,-1.0,-1,1
"https://secure.runescape.com-es.gq/m=forum/forums.ws729,373,219,51781943,43",75,0,0,1,1,4,1,4,1,-1.0,-1,1
http://ver1fy-acct0063.esy.es/recovery-chekpoint-login.html,59,0,0,1,3,3,0,3,1,-1.0,-1,1
http://apps-security.esy.es/recovery-chekpoint-login.html,57,0,0,1,3,3,0,3,1,-1.0,-1,1
http://bollywoodsalonnj.com/hotmail/newhotmail/hotmail/,55,0,0,1,0,1,0,6,1,-1.0,-1,1
http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.zrt149k6pqwh4aewmrx1kamldgt0psopjyfdwpzlwwjpmocygzphqstuzcte.faranrfaranr.dyndns.biz/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php,267,0,0,1,2,9,0,8,1,-1.0,19,1
http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.crumlpq9no8sp3giv0qhnngb6rvsh2kolx12dzesxypu5np5enhrt9nauvil.faranrfaranr.dyndns.biz/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php,267,0,0,1,2,9,0,8,1,-1.0,19,1
ftp://host3-61-static.7-79-b.business.telecomitalia.it//mo_terra_import/front.html,82,0,0,2,4,5,2,5,1,-1.0,31,1
https://confirmation.account-secureapp.gq/webapps/aa146/websrc,62,0,0,1,1,2,0,5,1,-1.0,-1,1
https://confirmation.account-secureapp.gq/webapps/9ef75/websrc,62,0,0,1,1,2,0,5,1,-1.0,-1,1
https://servicee.payment.nz-webapps.com/webapps/6afbe/websrc,60,0,0,1,1,3,0,5,1,-1.0,-1,1
http://payment-supp-port-gear-best-with-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearbestwithjavastoreelectron.com/webapps/b92e5/websrc,150,0,0,1,16,5,0,5,1,-1.0,-1,1
https://confirmation.account-secureapp.gq/webapps/7d299/websrc,62,0,0,1,1,2,0,5,1,-1.0,-1,1
https://confirmation.account-secureapp.gq/webapps/66b13/websrc,62,0,0,1,1,2,0,5,1,-1.0,-1,1
http://paypal.com.webbapps-limited-resolve-account-support.com.resolvelimitedaccounts.igg.biz/mpp/signin/0c11/websrc,116,0,0,1,4,6,0,6,1,-1.0,13,1
http://kvatly.qnu.edu.vn/modules/comment/service/indexx.php,59,0,0,1,0,4,0,6,1,-1.0,-1,1
http://apps-conetions.esy.es/recovery-chekpoint-login.html,58,0,0,1,3,3,0,3,1,-1.0,-1,1
http://htpps-security.esy.es/recovery-chekpoint-login.html,58,0,0,1,3,3,0,3,1,-1.0,-1,1
http://za2.96.lt/a/,19,0,0,1,0,2,0,4,1,-1.0,-1,1
http://pitfit.gq/Secure/onlinechase/chaseonline/index.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon,102,0,0,1,2,2,2,8,1,-1.0,-1,1
http://dalnquwquuwajsnn-001-site1.1tempurl.com/register/,56,0,0,1,2,2,0,4,1,-1.0,-1,1
http://geek2b.16mb.com/lggg.php,31,0,0,1,0,3,0,3,1,-1.0,18,1
http://kapuyuak23.hol.es/log1.php,33,0,0,1,0,3,0,3,1,-1.0,-1,1
http://setting-fb-help.clan.su/reconfirm_now.html,49,0,0,1,2,3,1,3,1,-1.0,12,1
http://youfanspage.co.nf/acountincorrec/Log.php,47,0,0,1,0,3,0,4,1,-1.0,8,1
http://unsuspended-pages.hol.es/verifications/,46,0,0,1,1,2,0,4,1,-1.0,-1,1
http://nethakloba.com/mag98272@shg2876JJSKKSH,45,0,1,1,0,1,0,3,1,-1.0,-1,1
http://connections-error.esy.es/recovery-chekpoint-login.html,61,0,0,1,3,3,0,3,1,-1.0,-1,1
http://osim.ro/cliente/novo-acesso/informar.php,47,0,0,1,1,2,0,5,1,-1.0,-1,1
http://ver1fy-acct-fb064.esy.es/index.html,42,0,0,1,2,3,0,3,1,-1.0,-1,1
http://cekpoint-recoverry.esy.es/recovery-chekpoint-login.html,62,0,0,1,3,3,0,3,1,-1.0,-1,1
http://54.255.147.214/itau/recadastramento.php,46,0,0,1,0,4,0,4,1,-1.0,-1,1
http://paypel.com-account.xyz/updated/limted/websc_signin/?country.x=US&amp;locale.x=en_US,90,0,0,1,1,4,7,6,2,-1.0,-1,1
http://fb-yhrt4676.at.ua/gt1234/12458146.html,45,0,0,1,1,3,0,4,1,-1.0,-1,1
http://fb-update-pages5146t.esy.es/incorrect_email.html,55,0,0,1,2,3,1,3,1,-1.0,-1,1
http://www.elmercatsocial.cat/images/GDoc/index.html,52,0,0,1,0,3,0,5,1,-1.0,-1,1
http://2y4.96.lt/b/,19,0,0,1,0,2,0,4,1,-1.0,-1,1
http://2y4.96.lt/a/,19,0,0,1,0,2,0,4,1,-1.0,-1,1
http://ceekpoin-loginn7556.esy.es/recovery-chekpoint-login.html,63,0,0,1,3,3,0,3,1,-1.0,-1,1
http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.faranrfaranr.dyndns.biz/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php,206,0,0,1,2,8,0,8,1,-1.0,19,1
http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.bmf2dfvv0skmpdusnctmn9lngzgqpd4gp9jeteebpqtb074sihrukykrezkx.faranrfaranr.dyndns.biz/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php,267,0,0,1,2,9,0,8,1,-1.0,19,1
http://faranrfaranr.dyndns.biz/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php,150,0,0,1,1,3,0,8,1,-1.0,19,1
https://leem8841.000webhostapp.com/logs1/verify%20account/verificationprocess.php,81,0,0,1,0,3,0,5,1,-1.0,5,1
http://paypal.com.enteygyjos.com/webapps/9bcf2/,47,0,0,1,0,3,0,5,1,-1.0,-1,1
http://www.jobportalscript.com/eboss/resume/info5a2e4ecd40f2481465615498833e1e97fo5a2e4ecd40f2481465615/,104,0,0,1,0,2,0,6,1,-1.0,10,1
http://service-paypa.l-kunden-hilfe.net/index.php?sessionid&signin&country.x=DE&cache=ODVqizWfByl3dnxCMQEr&locale.x=de_DE,121,0,0,1,3,5,9,3,5,-1.0,-1,1
http://de-paypa.l-kunden-hilfe.net/,35,0,0,1,3,2,0,3,1,-1.0,-1,1
http://service-paypa.l-kunden-hilfe.info/,41,0,0,1,3,2,0,3,1,-1.0,-1,1
http://support-paypa.l-kunden-hilfe.info/index.php?sessionid&signin&country.x=DE&cache=4MvTQigk365WUrShbpDt&locale.x=de_DE,122,0,0,1,3,5,9,3,5,-1.0,-1,1
http://ppl.managemnt.fdconsult.net/signin/e74d086b04B10C6640cB682A8Dca5D3/login.php?country.x=US-United+States&amp;lang.x=en&amp;email=&amp;confirmation_code=3b2hN76Aq6&amp;op=confirm_account_3b2hF76Aq6&amp;tmpl=profile%2Fmyaccount&amp;aid=358301&amp;new_account=1&amp;import=1,277,0,0,1,1,6,30,5,9,-1.0,-1,1
https://pvavypal.id-ciansuyw671yus.com/webapps/9e12a/websrc,59,0,0,1,1,2,0,5,1,-1.0,-1,1
https://pavypal.com-caieuw-wbapcs8922.info/webapps/caa35/websrc,63,0,0,1,2,2,0,5,1,-1.0,-1,1
https://pavypal.com-caieuw-wbapcs8922.info/webapps/0ec5c/websrc,63,0,0,1,2,2,0,5,1,-1.0,-1,1
https://pvavypal.id-ciansuyw671yus.com/webapps/1bfa2/websrc,59,0,0,1,1,2,0,5,1,-1.0,-1,1
https://pavypal.id-cc-accnt8271-c7182.info/webapps/fb4eb/websrc,63,0,0,1,3,2,0,5,1,-1.0,-1,1
http://urgh.tryanmartin.org/,28,0,0,1,0,2,0,3,1,-1.0,-1,1
http://policy-account.esy.es/recovery-chekpoint-login.html,58,0,0,1,3,3,0,3,1,-1.0,-1,1
http://paypal-login.com-servicese.com/,38,0,0,1,2,2,0,3,1,-1.0,-1,1
http://hiawhwa.com/nabsecure/be13bc7ddabda993551a8cb4f37e3aa0/,62,0,0,1,0,1,0,5,1,-1.0,-1,1
http://qtkd.thanhtay.edu.vn/wp-content/uploads/2017/05/aspx.htm,63,0,0,1,1,4,0,7,1,-1.0,-1,1
http://www.claremontmarquees.co.uk/wp-admin/user/login/Confirm/websc_signin/?country.x=US&amp;locale.x=en_US,108,0,0,1,1,5,7,8,2,-1.0,18,1
http://tabtimeline.com/Ipeenkk/car.php,38,0,0,1,0,2,0,4,1,-1.0,-1,1
http://10032315215.at.ua/1s0ds2311/1041081828.html,50,0,0,1,0,3,0,4,1,-1.0,-1,1
http://www.prm-group.com.ua/update/index.php,44,0,0,1,1,4,0,4,1,-1.0,-1,1
http://oredo-actiflogin.gq/webapps/94ba1/websrc,47,0,0,1,1,1,0,5,1,-1.0,-1,1
http://www.donhornd.com/data/board/notice/123654789654123654789654123654789854562397/123654789654123654789654123654789854562397/123654789654123654789654123654789854562397/,171,0,0,1,0,2,0,9,1,-1.0,-1,1
ftp://202.146.129.22/javascript/verify.html,43,0,0,1,0,4,0,4,1,-1.0,31,1
http://pypql.com.w9apc.me/webapps/0f96e/websrc,46,0,0,1,0,3,0,5,1,-1.0,-1,1
http://webmail-aol.help-aya-iso.webapps-security.review-2jk39w92.greenindiatextiles.in/&amp;%5e%25$%23$%25@$@%25@/,114,0,3,1,5,5,2,4,2,-1.0,-1,1
http://wvw.micloudappel.security-updates-myaccount.com/webapps/299eb/websrc,75,0,0,1,2,3,0,5,1,-1.0,-1,1
https://appield.appie.com-authorize.info/iD/,44,0,0,1,1,3,0,4,1,-1.0,-1,1
https://t.co/p4leLvn41x,23,0,0,1,0,1,0,3,1,0.025,8,1
http://gaissach-ferienwohnung.de/media/system/swf/PP.php,56,0,0,1,1,2,0,6,1,-1.0,-1,1
http://vh2.nethosting.com/~do975132/index3.php,46,0,0,1,0,3,0,4,1,-1.0,24,1
http://dollardogtreat.com/hendle/,33,0,0,1,0,1,0,4,1,-1.0,-1,1
http://rarusdecoracoes.com.br/leb/p/,36,0,0,1,0,2,0,5,1,-1.0,-1,1
http://hyaquipinc.com/copyrigh.php,34,0,0,1,0,2,0,3,1,-1.0,-1,1
http://samangek.hol.es/help-fb/fb.mobile/index.php,50,0,0,1,1,4,0,5,1,-1.0,-1,1
http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearjavabestselectionstore.com/webapps/1d43d/websrc,142,0,0,1,15,5,0,5,1,-1.0,-1,1
http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearjavabestselectionstore.com/webapps/47612/websrc,142,0,0,1,15,5,0,5,1,-1.0,-1,1
https://mylanina.com/modules/asu/webapps/acf51/websrc,53,0,0,1,0,1,0,7,1,-1.0,-1,1
https://my-sumary.account12121.com/webapps/48507/websrc,55,0,0,1,1,2,0,5,1,-1.0,-1,1
http://www.p-appie-strores-com.nut.cc/webapps/e8b7c/websrc,58,0,0,1,3,3,0,5,1,-1.0,13,1
http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearjavabestselectionstore.com/webapps/8ab69/websrc,142,0,0,1,15,5,0,5,1,-1.0,-1,1
https://www.paypal-service.com-websappsignins.info/webapps/ae2cf/websrc,71,0,0,1,2,3,0,5,1,-1.0,-1,1
http://payment-detail-paypal.com/webapps/b7a26/websrc,53,0,0,1,2,1,0,5,1,-1.0,-1,1
http://payment-detail-paypal.com/webapps/520db/websrc,53,0,0,1,2,1,0,5,1,-1.0,-1,1
http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearjavabestselectionstore.com/webapps/9e039/websrc,142,0,0,1,15,5,0,5,1,-1.0,-1,1
https://verificationsrequired-summarymyaccount.com/webapps/ee2f9/websrc,71,0,0,1,1,1,0,5,1,-1.0,-1,1
